level,category,word,word_furigana,kana,romaji,pos,meaning_zh,example_furigana,example_zh
N2,名詞：抽象・概念（N2）,論理,論理[ろんり],ろんり,ronri,名,邏輯,彼[かれ]の 説明[せつめい]は 論理[ろんり]が 通[とお]っている。,他的說明合乎邏輯。
N2,名詞：抽象・概念（N2）,仮説,仮説[かせつ],かせつ,kasetsu,名,假說,実験[じっけん]でその 仮説[かせつ]が 正[ただ]しいと 分[わ]かった。,實驗證明那個假說是正確的。
N2,名詞：抽象・概念（N2）,命題,命題[めいだい],めいだい,meidai,名,命題,この 命題[めいだい]が 正[ただ]しいか 証明[しょうめい]してみよう。,讓我們來證明這個命題是否正確。
N2,名詞：抽象・概念（N2）,定説,定説[ていせつ],ていせつ,teisetsu,名,定論；公認的說法,新[あたら]しい 発見[はっけん]が 今[いま]までの 定説[ていせつ]を 覆[くつがえ]した。,新的發現推翻了至今的定論。
N2,名詞：抽象・概念（N2）,通説,通説[つうせつ],つうせつ,tsūsetsu,名,通說；一般看法,それが 本当[ほんとう]かどうか、 通説[つうせつ]を 疑[うたが]ってみる。,試著懷疑那個通說是否屬實。
N2,名詞：抽象・概念（N2）,俗説,俗説[ぞくせつ],ぞくせつ,zokusetsu,名,民間傳說；無根據的說法,その 話[はなし]は 科学[かがく] 的[てき] 根拠[こんきょ]のない 俗説[ぞくせつ]だ。,那種說法是沒有科學根據的無稽之談。
N2,名詞：抽象・概念（N2）,持論,持論[じろん],じろん,jiron,名,一貫的主張,彼[かれ]は 会議[かいぎ]でいつもの 持論[じろん]を 述[の]べた。,他在會議上陳述了一貫的主張。
N2,名詞：抽象・概念（N2）,反論,反論[はんろん],はんろん,hanron,名,反駁,相手[あいて]の 意見[いけん]にしっかり 反論[はんろん]する。,對對方的意見好好地反駁。
N2,名詞：抽象・概念（N2）,異議,異議[いぎ],いぎ,igi,名,異議,その 決定[けってい]に 異議[いぎ]はありません。,對那個決定沒有異議。
N2,名詞：抽象・概念（N2）,異論,異論[いろん],いろん,iron,名,不同意見,この 案[あん]には 異論[いろん]が 多[おお]い。,這個方案有很多不同意見。
N2,名詞：抽象・概念（N2）,反発,反発[はんぱつ],はんぱつ,hanpatsu,名,反抗；反彈,値上[ねあ]げに 消費者[しょうひしゃ]の 反発[はんぱつ]が 強[つよ]い。,消費者對漲價的反彈很強烈。
N2,名詞：抽象・概念（N2）,賛否,賛否[さんぴ],さんぴ,sanpi,名,贊成與反對,その 計画[けいかく]については 賛否[さんぴ]が 分[わ]かれている。,關於那個計畫，贊成與反對意見分歧。
N2,名詞：抽象・概念（N2）,是非,是非[ぜひ],ぜひ,zehi,名,是非；對錯,事[こと]の 是非[ぜひ]をよく 考[かんが]えて 判断[はんだん]する。,仔細思考事情的是非後再做判斷。
N2,名詞：抽象・概念（N2）,可否,可否[かひ],かひ,kahi,名,可否；是否可行,計画[けいかく]の 可否[かひ]を 会議[かいぎ]で 決[き]める。,在會議上決定計畫是否可行。
N2,名詞：抽象・概念（N2）,当否,当否[とうひ],とうひ,tōhi,名,是否恰當,その 判断[はんだん]の 当否[とうひ]を 巡[めぐ]って 議論[ぎろん]が 続[つづ]いた。,圍繞那個判斷是否恰當，議論持續不斷。
N2,名詞：抽象・概念（N2）,妥当性,妥当性[だとうせい],だとうせい,datōsei,名,妥當性；合理性,この 結論[けつろん]の 妥当性[だとうせい]を 検討[けんとう]する。,檢討這個結論的妥當性。
N2,名詞：抽象・概念（N2）,正当性,正当性[せいとうせい],せいとうせい,seitōsei,名,正當性,政府[せいふ]は 政策[せいさく]の 正当性[せいとうせい]を 主張[しゅちょう]した。,政府主張了政策的正當性。
N2,名詞：抽象・概念（N2）,合理性,合理性[ごうりせい],ごうりせい,gōrisei,名,合理性,この 制度[せいど]には 合理性[ごうりせい]が 欠[か]けている。,這個制度缺乏合理性。
N2,名詞：抽象・概念（N2）,必然,必然[ひつぜん],ひつぜん,hitsuzen,名,必然,努力[どりょく]を 続[つづ]ければ 成功[せいこう]するのは 必然[ひつぜん]だ。,只要持續努力，成功是必然的。
N2,名詞：抽象・概念（N2）,偶発,偶発[ぐうはつ],ぐうはつ,gūhatsu,名,偶發,この 事故[じこ]は 偶発[ぐうはつ] 的[てき]なものだった。,這起事故是偶發性的。
N2,名詞：抽象・概念（N2）,蓋然,蓋然[がいぜん],がいぜん,gaizen,名,蓋然；很可能,その 説[せつ]が 正[ただ]しい 蓋然[がいぜん] 性[せい]は 高[たか]い。,那個說法正確的可能性很高。
N2,名詞：抽象・概念（N2）,概略,概略[がいりゃく],がいりゃく,gairyaku,名,概略；大概,まず 計画[けいかく]の 概略[がいりゃく]を 説明[せつめい]します。,首先說明計畫的概略。
N2,名詞：抽象・概念（N2）,大要,大要[たいよう],たいよう,taiyō,名,大要；概要,報告書[ほうこくしょ]の 大要[たいよう]をまとめる。,整理報告書的大要。
N2,名詞：抽象・概念（N2）,要領,要領[ようりょう],ようりょう,yōryō,名,要領,彼[かれ]は 仕事[しごと]の 要領[ようりょう]がいい。,他做事很得要領。
N2,名詞：抽象・概念（N2）,骨子,骨子[こっし],こっし,kosshi,名,要點；主旨,提案[ていあん]の 骨子[こっし]を 短[みじか]くまとめた。,把提案的要點簡短地整理起來。
N2,名詞：抽象・概念（N2）,主旨,主旨[しゅし],しゅし,shushi,名,主旨,この 文章[ぶんしょう]の 主旨[しゅし]を 一言[ひとこと]で 言[い]う。,用一句話說出這篇文章的主旨。
N2,名詞：抽象・概念（N2）,本筋,本筋[ほんすじ],ほんすじ,honsuji,名,主線；正題,話[はなし]が 本筋[ほんすじ]から 外[はず]れてしまった。,話題偏離了正題。
N2,名詞：抽象・概念（N2）,筋道,筋道[すじみち],すじみち,sujimichi,名,條理；道理,筋道[すじみち]を 立[た]てて 説明[せつめい]してください。,請有條理地說明。
N2,名詞：抽象・概念（N2）,脈絡,脈絡[みゃくらく],みゃくらく,myakuraku,名,脈絡；條理,彼[かれ]の 話[はなし]は 脈絡[みゃくらく]がなくて 分[わ]かりにくい。,他的話沒有脈絡，難以理解。
N2,名詞：抽象・概念（N2）,文脈,文脈[ぶんみゃく],ぶんみゃく,bunmyaku,名,上下文；脈絡,言葉[ことば]の 意味[いみ]は 文脈[ぶんみゃく]によって 変[か]わる。,詞語的意思會依上下文而改變。
N2,名詞：抽象・概念（N2）,経緯,経緯[けいい],けいい,keii,名,經過；來龍去脈,事件[じけん]の 経緯[けいい]を 詳[くわ]しく 説明[せつめい]する。,詳細說明事件的來龍去脈。
N2,名詞：抽象・概念（N2）,いきさつ,いきさつ,いきさつ,ikisatsu,名,原委；經過,これまでのいきさつを 彼[かれ]に 話[はな]した。,把至今的原委告訴了他。
N2,名詞：抽象・概念（N2）,由来,由来[ゆらい],ゆらい,yurai,名,由來,この 祭[まつ]りの 由来[ゆらい]を 調[しら]べる。,調查這個祭典的由來。
N2,名詞：抽象・概念（N2）,起源,起源[きげん],きげん,kigen,名,起源,言語[げんご]の 起源[きげん]については 諸説[しょせつ]ある。,關於語言的起源有各種說法。
N2,名詞：抽象・概念（N2）,発祥,発祥[はっしょう],はっしょう,hasshō,名,發祥,この 町[まち]は 自動車[じどうしゃ] 産業[さんぎょう]の 発祥[はっしょう]の 地[ち]だ。,這座城鎮是汽車產業的發祥地。
N2,名詞：抽象・概念（N2）,根底,根底[こんてい],こんてい,kontei,名,根本；基礎,その 考[かんが]えが 計画[けいかく]の 根底[こんてい]にある。,那個想法是計畫的根本。
N2,名詞：抽象・概念（N2）,基軸,基軸[きじく],きじく,kijiku,名,基準；核心,ドルは 世界[せかい] 経済[けいざい]の 基軸[きじく]となる 通貨[つうか]だ。,美元是世界經濟的基準貨幣。
N2,名詞：抽象・概念（N2）,中枢,中枢[ちゅうすう],ちゅうすう,chūsū,名,中樞,この 街[まち]は 国[くに]の 政治[せいじ]の 中枢[ちゅうすう]だ。,這座城市是國家政治的中樞。
N2,名詞：抽象・概念（N2）,要,要[かなめ],かなめ,kaname,名,關鍵；要點,守備[しゅび]の 要[かなめ]となる 選手[せんしゅ]が 怪我[けが]をした。,作為防守關鍵的選手受傷了。
N2,名詞：抽象・概念（N2）,核,核[かく],かく,kaku,名,核心,この 問題[もんだい]の 核[かく]となる 部分[ぶぶん]を 話[はな]し 合[あ]う。,討論這個問題的核心部分。
N2,名詞：抽象・概念（N2）,争点,争点[そうてん],そうてん,sōten,名,爭論點,選挙[せんきょ]の 争点[そうてん]は 経済[けいざい] 政策[せいさく]だ。,選舉的爭論點是經濟政策。
N2,名詞：抽象・概念（N2）,論争,論争[ろんそう],ろんそう,ronsō,名,論爭；爭論,この 問題[もんだい]は 長[なが]い 間[あいだ] 論争[ろんそう]が 続[つづ]いている。,這個問題長期以來爭論不休。
N2,名詞：抽象・概念（N2）,対立,対立[たいりつ],たいりつ,tairitsu,名,對立,両国[りょうこく]の 意見[いけん]が 対立[たいりつ]している。,兩國的意見對立。
N2,名詞：抽象・概念（N2）,葛藤,葛藤[かっとう],かっとう,kattō,名,糾葛；內心衝突,彼女[かのじょ]は 仕事[しごと]と 家庭[かてい]の 間[あいだ]で 葛藤[かっとう]していた。,她在工作與家庭之間掙扎。
N2,名詞：抽象・概念（N2）,ジレンマ,ジレンマ,じれんま,jirenma,名,兩難,どちらも 選[えら]べず、ジレンマに 陥[おちい]った。,兩者都無法選擇，陷入了兩難。
N2,名詞：抽象・概念（N2）,妥協,妥協[だきょう],だきょう,dakyō,名,妥協,品質[ひんしつ]については 妥協[だきょう]したくない。,在品質方面我不想妥協。
N2,名詞：抽象・概念（N2）,折衷,折衷[せっちゅう],せっちゅう,secchū,名,折衷,二[ふた]つの 案[あん]を 折衷[せっちゅう]して 新[あたら]しい 案[あん]を 作[つく]った。,折衷兩個方案，做出了新的方案。
N2,名詞：抽象・概念（N2）,調和,調和[ちょうわ],ちょうわ,chōwa,名,調和；和諧,この 建物[たてもの]は 周[まわ]りの 自然[しぜん]と 調和[ちょうわ]している。,這棟建築與周圍的自然和諧一致。
N2,名詞：抽象・概念（N2）,均衡,均衡[きんこう],きんこう,kinkō,名,均衡；平衡,収入[しゅうにゅう]と 支出[ししゅつ]の 均衡[きんこう]を 保[たも]つ。,保持收入與支出的均衡。
N2,名詞：抽象・概念（N2）,平衡,平衡[へいこう],へいこう,heikō,名,平衡,目[め]を 閉[と]じて 体[からだ]の 平衡[へいこう]を 保[たも]つ。,閉上眼睛保持身體的平衡。
N2,名詞：抽象・概念（N2）,秩序,秩序[ちつじょ],ちつじょ,chitsujo,名,秩序,みんなが 規則[きそく]を 守[まも]れば 社会[しゃかい]の 秩序[ちつじょ]が 保[たも]たれる。,只要大家遵守規則，社會秩序就能維持。
N2,名詞：抽象・概念（N2）,混沌,混沌[こんとん],こんとん,konton,名,混沌,戦争[せんそう]の 後[あと]、 国[くに]は 混沌[こんとん]とした 状態[じょうたい]だった。,戰爭之後，國家處於混沌的狀態。
N2,名詞：抽象・概念（N2）,風潮,風潮[ふうちょう],ふうちょう,fūchō,名,風氣；趨勢,最近[さいきん]は 無駄[むだ]を 減[へ]らそうという 風潮[ふうちょう]が 強[つよ]い。,最近減少浪費的風氣很盛。
N2,名詞：抽象・概念（N2）,趨勢,趨勢[すうせい],すうせい,sūsei,名,趨勢,時代[じだい]の 趨勢[すうせい]には 逆[さか]らえない。,無法違抗時代的趨勢。
N2,名詞：抽象・概念（N2）,潮流,潮流[ちょうりゅう],ちょうりゅう,chōryū,名,潮流；趨勢,世界[せかい]の 潮流[ちょうりゅう]に 合[あ]わせて 政策[せいさく]を 変[か]える。,配合世界的潮流改變政策。
N2,名詞：抽象・概念（N2）,動向,動向[どうこう],どうこう,dōkō,名,動向,市場[しじょう]の 動向[どうこう]を 毎日[まいにち]チェックする。,每天查看市場的動向。
N2,名詞：抽象・概念（N2）,論拠,論拠[ろんきょ],ろんきょ,ronkyo,名,論據,主張[しゅちょう]には 確[たし]かな 論拠[ろんきょ]が 必要[ひつよう]だ。,主張需要確實的論據。
N2,名詞：抽象・概念（N2）,根源,根源[こんげん],こんげん,kongen,名,根源,問題[もんだい]の 根源[こんげん]を 探[さぐ]る。,探究問題的根源。
N2,名詞：抽象・概念（N2）,神髄,神髄[しんずい],しんずい,shinzui,名,精髓,長年[ながねん]の 修行[しゅぎょう]で 芸[げい]の 神髄[しんずい]を 身[み]につけた。,經過多年的修行，掌握了技藝的精髓。
N2,名詞：抽象・概念（N2）,概観,概観[がいかん],がいかん,gaikan,名,概觀；概略觀察,この 章[しょう]では 歴史[れきし]の 流[なが]れを 概観[がいかん]する。,本章概觀歷史的脈絡。
N2,名詞：抽象・概念（N2）,総括,総括[そうかつ],そうかつ,sōkatsu,名,總結,一年[いちねん]の 活動[かつどう]を 総括[そうかつ]する。,總結一年的活動。
N2,名詞：抽象・概念（N2）,大筋,大筋[おおすじ],おおすじ,ōsuji,名,大致；梗概,話[はなし]の 大筋[おおすじ]は 理解[りかい]できた。,大致理解了話的梗概。
N2,名詞：抽象・概念（N2）,体系,体系[たいけい],たいけい,taikei,名,體系,知識[ちしき]を 一[ひと]つの 体系[たいけい]としてまとめる。,把知識整理成一個體系。
N2,名詞：抽象・概念（N2）,枠組み,枠組[わくぐ]み,わくぐみ,wakugumi,名,框架；架構,新[あたら]しい 制度[せいど]の 枠組[わくぐ]みを 決[き]める。,決定新制度的框架。
N2,名詞：抽象・概念（N2）,構図,構図[こうず],こうず,kōzu,名,構圖；格局,この 事件[じけん]の 構図[こうず]は 複雑[ふくざつ]だ。,這起事件的格局很複雜。
N2,名詞：抽象・概念（N2）,端緒,端緒[たんしょ],たんしょ,tansho,名,開端；線索,その 発見[はっけん]が 研究[けんきゅう]の 端緒[たんしょ]となった。,那個發現成了研究的開端。
N2,名詞：抽象・概念（N2）,序論,序論[じょろん],じょろん,joron,名,緒論；引言,論文[ろんぶん]の 序論[じょろん]で 研究[けんきゅう]の 目的[もくてき]を 述[の]べる。,在論文的緒論中陳述研究目的。
N2,名詞：抽象・概念（N2）,本論,本論[ほんろん],ほんろん,honron,名,正文；本論,前置[まえお]きはこのくらいにして、 本論[ほんろん]に 入[はい]ろう。,開場白就到這裡，進入正題吧。
N2,名詞：抽象・概念（N2）,系譜,系譜[けいふ],けいふ,keifu,名,系譜；譜系,この 画家[がか]の 作品[さくひん]は 伝統[でんとう]の 系譜[けいふ]に 連[つら]なる。,這位畫家的作品承續了傳統的譜系。
N2,名詞：抽象・概念（N2）,系統,系統[けいとう],けいとう,keitō,名,系統,問題[もんだい]を 系統[けいとう] 立[だ]てて 整理[せいり]する。,有系統地整理問題。
N2,名詞：性質・状態・程度（N2）,特性,特性[とくせい],とくせい,tokusei,名,特性,この 金属[きんぞく]には 熱[ねつ]に 強[つよ]いという 特性[とくせい]がある。,這種金屬具有耐熱的特性。
N2,名詞：性質・状態・程度（N2）,属性,属性[ぞくせい],ぞくせい,zokusei,名,屬性,商品[しょうひん]ごとに 色[いろ]や 大[おお]きさなどの 属性[ぞくせい]を 登録[とうろく]する。,為每項商品登錄顏色與大小等屬性。
N2,名詞：性質・状態・程度（N2）,特質,特質[とくしつ],とくしつ,tokushitsu,名,特質,日本[にほん] 文化[ぶんか]の 特質[とくしつ]について 研究[けんきゅう]する。,研究日本文化的特質。
N2,名詞：性質・状態・程度（N2）,本性,本性[ほんしょう],ほんしょう,honshō,名,本性,酒[さけ]を 飲[の]むと 彼[かれ]の 本性[ほんしょう]が 出[で]る。,一喝酒他的本性就會顯露。
N2,名詞：性質・状態・程度（N2）,気質,気質[きしつ],きしつ,kishitsu,名,氣質；性情,彼女[かのじょ]は 芸術家[げいじゅつか]の 気質[きしつ]を 持[も]っている。,她具有藝術家的氣質。
N2,名詞：性質・状態・程度（N2）,資質,資質[ししつ],ししつ,shishitsu,名,資質；天賦,彼[かれ]にはリーダーとしての 資質[ししつ]がある。,他具有作為領導者的資質。
N2,名詞：性質・状態・程度（N2）,素質,素質[そしつ],そしつ,soshitsu,名,素質；天分,あの 子[こ]は 音楽[おんがく]の 素質[そしつ]がある。,那孩子有音樂的天分。
N2,名詞：性質・状態・程度（N2）,天性,天性[てんせい],てんせい,tensei,名,天性,彼[かれ]は 天性[てんせい]の 明[あか]るさで 人気[にんき]がある。,他以天生的開朗而受歡迎。
N2,名詞：性質・状態・程度（N2）,独自性,独自性[どくじせい],どくじせい,dokujisei,名,獨特性,この 作品[さくひん]は 独自性[どくじせい]が 高[たか]い。,這件作品的獨特性很高。
N2,名詞：性質・状態・程度（N2）,共通性,共通性[きょうつうせい],きょうつうせい,kyōtsūsei,名,共通性,二[ふた]つの 文化[ぶんか]には 多[おお]くの 共通性[きょうつうせい]がある。,兩種文化有許多共通性。
N2,名詞：性質・状態・程度（N2）,類似,類似[るいじ],るいじ,ruiji,名,類似,この 二[ふた]つの 事件[じけん]には 類似[るいじ] 点[てん]が 多[おお]い。,這兩起事件有許多類似之處。
N2,名詞：性質・状態・程度（N2）,差異,差異[さい],さい,sai,名,差異,両者[りょうしゃ]の 考[かんが]え 方[かた]には 大[おお]きな 差異[さい]がある。,兩者的想法有很大的差異。
N2,名詞：性質・状態・程度（N2）,格差,格差[かくさ],かくさ,kakusa,名,差距；落差,都市[とし]と 地方[ちほう]の 経済[けいざい] 格差[かくさ]が 広[ひろ]がっている。,城市與鄉村的經濟差距正在擴大。
N2,名詞：性質・状態・程度（N2）,落差,落差[らくさ],らくさ,rakusa,名,落差,理想[りそう]と 現実[げんじつ]の 落差[らくさ]に 悩[なや]む。,為理想與現實的落差而煩惱。
N2,名詞：性質・状態・程度（N2）,隔たり,隔[へだ]たり,へだたり,hedatari,名,隔閡；差距,二人[ふたり]の 意見[いけん]には 大[おお]きな 隔[へだ]たりがある。,兩人的意見有很大的隔閡。
N2,名詞：性質・状態・程度（N2）,ギャップ,ギャップ,ぎゃっぷ,gyappu,名,落差；隔閡,理想[りそう]と 現実[げんじつ]のギャップに 驚[おどろ]いた。,對理想與現實的落差感到驚訝。
N2,名詞：性質・状態・程度（N2）,対照,対照[たいしょう],たいしょう,taishō,名,對照；對比,二人[ふたり]の 性格[せいかく]は 対照[たいしょう] 的[てき]だ。,兩人的性格形成對照。
N2,名詞：性質・状態・程度（N2）,対比,対比[たいひ],たいひ,taihi,名,對比,明[あか]るい 色[いろ]と 暗[くら]い 色[いろ]を 対比[たいひ]させる。,讓明亮的顏色與暗色形成對比。
N2,名詞：性質・状態・程度（N2）,比重,比重[ひじゅう],ひじゅう,hijū,名,比重,生活[せいかつ]の 中[なか]で 仕事[しごと]の 比重[ひじゅう]が 大[おお]きい。,在生活中工作所占的比重很大。
N2,名詞：性質・状態・程度（N2）,比率,比率[ひりつ],ひりつ,hiritsu,名,比率,男女[だんじょ]の 比率[ひりつ]はほぼ 同[おな]じだ。,男女的比率幾乎相同。
N2,名詞：性質・状態・程度（N2）,率,率[りつ],りつ,ritsu,名,比率；比例,実験[じっけん]が 成功[せいこう]する 率[りつ]は 高[たか]くない。,實驗成功的比率不高。
N2,名詞：性質・状態・程度（N2）,度合い,度合[どあ]い,どあい,doai,名,程度,傷[きず]の 度合[どあ]いによって 治療[ちりょう]を 変[か]える。,依傷勢的程度改變治療方式。
N2,名詞：性質・状態・程度（N2）,加減,加減[かげん],かげん,kagen,名,程度；斟酌,お 湯[ゆ]の 加減[かげん]を 見[み]ながら 入[はい]る。,一邊調整水溫一邊入浴。
N2,名詞：性質・状態・程度（N2）,匙加減,匙加減[さじかげん],さじかげん,sajikagen,名,斟酌；分寸,この 仕事[しごと]は 匙加減[さじかげん]が 難[むずか]しい。,這份工作的分寸拿捏很難。
N2,名詞：性質・状態・程度（N2）,兼ね合い,兼ね合[かねあ]い,かねあい,kaneai,名,平衡；權衡,費用[ひよう]と 効果[こうか]の 兼[か]ね 合[あ]いを 考[かんが]える。,考量費用與效果之間的平衡。
N2,名詞：性質・状態・程度（N2）,均整,均整[きんせい],きんせい,kinsei,名,勻稱,彼[かれ]は 均整[きんせい]の 取[と]れた 体[からだ]をしている。,他有著勻稱的身材。
N2,名詞：性質・状態・程度（N2）,絶好調,絶好調[ぜっこうちょう],ぜっこうちょう,zekkōchō,名,狀態極佳,今日[きょう]の 彼[かれ]は 絶好調[ぜっこうちょう]で、 次々[つぎつぎ]に 点[てん]を 取[と]った。,今天他狀態極佳，接連得分。
N2,名詞：性質・状態・程度（N2）,不調,不調[ふちょう],ふちょう,fuchō,名,狀態不佳；不順,最近[さいきん] 体[からだ]の 不調[ふちょう]が 続[つづ]いている。,最近身體一直不適。
N2,名詞：性質・状態・程度（N2）,異常,異常[いじょう],いじょう,ijō,名,異常,機械[きかい]に 異常[いじょう]が 見[み]つかった。,在機器上發現了異常。
N2,名詞：性質・状態・程度（N2）,正常,正常[せいじょう],せいじょう,seijō,名,正常,検査[けんさ]の 結果[けっか]はすべて 正常[せいじょう]だった。,檢查結果全部正常。
N2,名詞：性質・状態・程度（N2）,平常,平常[へいじょう],へいじょう,heijō,名,平常；平時,事故[じこ]の 後[あと]、 電車[でんしゃ]はやっと 平常[へいじょう]に 戻[もど]った。,事故後，電車終於恢復正常。
N2,名詞：性質・状態・程度（N2）,通常,通常[つうじょう],つうじょう,tsūjō,名,通常,通常[つうじょう]、この 店[みせ]は 九時[くじ]に 開[あ]く。,通常這家店九點開門。
N2,名詞：性質・状態・程度（N2）,尋常,尋常[じんじょう],じんじょう,jinjō,名,尋常；普通,この 暑[あつ]さは 尋常[じんじょう]ではない。,這種炎熱不尋常。
N2,名詞：性質・状態・程度（N2）,非常,非常[ひじょう],ひじょう,hijō,名,緊急；非常,非常[ひじょう]の 際[さい]はこのボタンを 押[お]してください。,緊急時請按這個按鈕。
N2,名詞：性質・状態・程度（N2）,極端,極端[きょくたん],きょくたん,kyokutan,名,極端,彼[かれ]の 考[かんが]え 方[かた]は 極端[きょくたん]すぎる。,他的想法太極端了。
N2,名詞：性質・状態・程度（N2）,過度,過度[かど],かど,kado,名,過度,過度[かど]な 運動[うんどう]は 体[からだ]に 良[よ]くない。,過度的運動對身體不好。
N2,名詞：性質・状態・程度（N2）,過剰,過剰[かじょう],かじょう,kajō,名,過剩,商品[しょうひん]の 生産[せいさん]が 過剰[かじょう]になっている。,商品的生產過剩。
N2,名詞：性質・状態・程度（N2）,余剰,余剰[よじょう],よじょう,yojō,名,剩餘；過剩,余剰[よじょう]の 電力[でんりょく]を 他[ほか]の 地域[ちいき]に 送[おく]る。,把剩餘的電力送往其他地區。
N2,名詞：性質・状態・程度（N2）,過不足,過不足[かふそく],かふそく,kafusoku,名,過多與不足,材料[ざいりょう]に 過不足[かふそく]がないか 確認[かくにん]する。,確認材料有無過多或不足。
N2,名詞：性質・状態・程度（N2）,不足,不足[ふそく],ふそく,fusoku,名,不足,経験[けいけん]の 不足[ふそく]を 努力[どりょく]で 補[おぎな]う。,用努力來彌補經驗的不足。
N2,名詞：性質・状態・程度（N2）,欠乏,欠乏[けつぼう],けつぼう,ketsubō,名,缺乏,栄養[えいよう]の 欠乏[けつぼう]で 体調[たいちょう]を 崩[くず]した。,因營養缺乏而身體不適。
N2,名詞：性質・状態・程度（N2）,充足,充足[じゅうそく],じゅうそく,jūsoku,名,充足；滿足,心[こころ]が 充足[じゅうそく]した 毎日[まいにち]を 送[おく]る。,過著內心充實的每一天。
N2,名詞：性質・状態・程度（N2）,飽和,飽和[ほうわ],ほうわ,hōwa,名,飽和,この 街[まち]の 店[みせ]の 数[かず]はもう 飽和[ほうわ] 状態[じょうたい]だ。,這條街的店家數量已經飽和。
N2,名詞：性質・状態・程度（N2）,満載,満載[まんさい],まんさい,mansai,名,滿載,トラックに 荷物[にもつ]を 満載[まんさい]して 運[はこ]ぶ。,卡車滿載貨物運送。
N2,名詞：性質・状態・程度（N2）,満杯,満杯[まんぱい],まんぱい,manpai,名,滿；客滿,駐車場[ちゅうしゃじょう]はもう 満杯[まんぱい]だ。,停車場已經滿了。
N2,名詞：性質・状態・程度（N2）,空白,空白[くうはく],くうはく,kūhaku,名,空白,答[こた]えが 分[わ]からず、 空白[くうはく]のまま 出[だ]した。,不知道答案，就空白著交了出去。
N2,名詞：性質・状態・程度（N2）,余白,余白[よはく],よはく,yohaku,名,留白；空白處,ノートの 余白[よはく]にメモを 書[か]く。,在筆記本的空白處寫筆記。
N2,名詞：性質・状態・程度（N2）,隙間,隙間[すきま],すきま,sukima,名,縫隙,ドアの 隙間[すきま]から 冷[つめ]たい 風[かぜ]が 入[はい]ってくる。,冷風從門縫吹進來。
N2,名詞：性質・状態・程度（N2）,間隙,間隙[かんげき],かんげき,kangeki,名,間隙；空隙,敵[てき]の 守[まも]りの 間隙[かんげき]を 突[つ]いて 攻[せ]める。,趁敵人防守的空隙進攻。
N2,名詞：性質・状態・程度（N2）,間合い,間合[まあ]い,まあい,maai,名,間隔；時機,剣道[けんどう]では 相手[あいて]との 間[ま] 合[あ]いが 大切[たいせつ]だ。,劍道中與對手之間的間隔很重要。
N2,名詞：性質・状態・程度（N2）,頃合い,頃合[ころあ]い,ころあい,koroai,名,適當時機,そろそろ 話[はな]しかける 頃[ころ] 合[あ]いだ。,差不多是搭話的好時機了。
N2,名詞：性質・状態・程度（N2）,潮時,潮時[しおどき],しおどき,shiodoki,名,適當時機；時候,そろそろ 引退[いんたい]する 潮時[しおどき]かもしれない。,或許差不多是該引退的時候了。
N2,名詞：性質・状態・程度（N2）,時機,時機[じき],じき,jiki,名,時機,時機[じき]を 見[み]て 相談[そうだん]しよう。,看準時機再來商量吧。
N2,名詞：性質・状態・程度（N2）,好機,好機[こうき],こうき,kōki,名,良機,この 不況[ふきょう]を 成長[せいちょう]の 好機[こうき]と 考[かんが]える。,把這次的不景氣視為成長的良機。
N2,名詞：性質・状態・程度（N2）,契機,契機[けいき],けいき,keiki,名,契機,留学[りゅうがく]を 契機[けいき]に 考[かんが]え 方[かた]が 変[か]わった。,以留學為契機，想法有了改變。
N2,名詞：性質・状態・程度（N2）,転機,転機[てんき],てんき,tenki,名,轉機；轉捩點,あの 出来事[できごと]が 人生[じんせい]の 転機[てんき]になった。,那件事成了人生的轉捩點。
N2,名詞：性質・状態・程度（N2）,節目,節目[ふしめ],ふしめ,fushime,名,轉折點；階段,卒業[そつぎょう]は 人生[じんせい]の 大[おお]きな 節目[ふしめ]だ。,畢業是人生的一大階段。
N2,名詞：性質・状態・程度（N2）,岐路,岐路[きろ],きろ,kiro,名,岔路；抉擇關頭,会社[かいしゃ]は 今[いま]、 大[おお]きな 岐路[きろ]に 立[た]っている。,公司如今正處於重大的抉擇關頭。
N2,名詞：性質・状態・程度（N2）,分岐,分岐[ぶんき],ぶんき,bunki,名,分歧；分岔,この 道[みち]は 先[さき]で 二[ふた]つに 分岐[ぶんき]している。,這條路在前方分成兩條。
N2,名詞：性質・状態・程度（N2）,局面,局面[きょくめん],きょくめん,kyokumen,名,局面,試合[しあい]は 終盤[しゅうばん]の 難[むずか]しい 局面[きょくめん]に 入[はい]った。,比賽進入終盤艱難的局面。
N2,名詞：性質・状態・程度（N2）,様相,様相[ようそう],ようそう,yōsō,名,樣貌；情勢,事態[じたい]は 深刻[しんこく]な 様相[ようそう]を 見[み]せている。,事態呈現出嚴重的樣貌。
N2,名詞：性質・状態・程度（N2）,情勢,情勢[じょうせい],じょうせい,jōsei,名,情勢,世界[せかい]の 情勢[じょうせい]は 日々[ひび] 変化[へんか]している。,世界的情勢每天都在變化。
N2,名詞：性質・状態・程度（N2）,形勢,形勢[けいせい],けいせい,keisei,名,形勢,試合[しあい]の 形勢[けいせい]が 後半[こうはん]で 逆転[ぎゃくてん]した。,比賽的形勢在後半場逆轉。
